quota_index,project_id,total_correspondentes,expected_completes,country,1,16,17,19,2,25,27,profiler1010740,profiler1010744,profiler1010745,profiler1010852,profiler1011135,profiler186,profiler282,profiler702,profiler9
355,155944,0,10,8,18-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,155944,0,60,8,35-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,155944,0,30,8,45-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,155944,43,17,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
363,155937,18,237,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
364,155937,16,229,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
365,155937,6,44,18,0,0,0,0,0,0,0,37303160,0,0,0,0,0,0,0,0
366,155937,4,46,18,0,0,0,0,0,0,0,37303161,0,0,0,0,0,0,0,0
367,155937,6,44,18,0,0,0,0,0,0,0,37303162,0,0,0,0,0,0,0,0
368,155937,4,71,18,0,0,0,0,0,0,0,37303163,0,0,0,0,0,0,0,0
369,155937,0,50,18,0,0,0,0,0,0,0,37303164,0,0,0,0,0,0,0,0
370,155937,3,47,18,0,0,0,0,0,0,0,37303165,0,0,0,0,0,0,0,0
371,155937,2,48,18,0,0,0,0,0,0,0,37303166,0,0,0,0,0,0,0,0
372,155937,1,24,18,0,0,0,0,0,0,0,37303167,0,0,0,0,0,0,0,0
373,155937,1,49,18,0,0,0,0,0,0,0,37303168,0,0,0,0,0,0,0,0
374,155937,2,48,18,0,0,0,0,0,0,0,37303169,0,0,0,0,0,0,0,0
375,155937,0,395,18,18-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,155937,0,80,18,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,155937,0,25,18,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,155937,26,229,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
379,155937,22,223,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
380,155937,0,250,23,18-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,155937,0,125,23,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,155937,0,125,23,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,155937,48,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,155937,48,267,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,155937,48,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,155937,0,10,23,0,0,0,0,0,0,0,0,0,37303198,0,0,0,0,0,0
389,155937,1,9,23,0,0,0,0,0,0,0,0,0,37303199,0,0,0,0,0,0
390,155937,2,48,23,0,0,0,0,0,0,0,0,0,37303200,0,0,0,0,0,0
391,155937,3,57,23,0,0,0,0,0,0,0,0,0,37303201,0,0,0,0,0,0
392,155937,4,56,23,0,0,0,0,0,0,0,0,0,37303202,0,0,0,0,0,0
393,155937,2,68,23,0,0,0,0,0,0,0,0,0,37303203,0,0,0,0,0,0
394,155937,2,63,23,0,0,0,0,0,0,0,0,0,37303204,0,0,0,0,0,0
395,155937,5,120,23,0,0,0,0,0,0,0,0,0,37303205,0,0,0,0,0,0
396,155937,7,43,23,0,0,0,0,0,0,0,0,0,37303206,0,0,0,0,0,0
397,155955,93,407,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
398,155955,158,342,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
399,154633,0,40,17,35-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,154633,0,40,17,55-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,154633,10,70,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
402,155970,32,268,15,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,155970,19,281,15,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,155970,2,298,15,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,155970,10,290,15,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,155970,94,206,15,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,155970,27,273,15,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,155970,8,292,15,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,155970,8,292,15,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,155970,19,281,15,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,155970,12,288,15,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,155011,0,12,3,18-24,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0
413,155011,0,12,3,18-24,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0
414,155011,0,12,3,18-24,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0
415,155011,0,12,3,18-24,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0
416,155011,0,12,3,18-24,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0
417,155011,0,12,3,18-24,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0
418,155011,0,12,3,18-24,0,0,16,0,0,0,0,0,0,0,0,2,0,0,0
419,155011,0,12,3,18-24,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0
420,155011,0,12,3,18-24,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0
421,155011,0,12,3,18-24,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0
422,155011,0,12,3,18-24,0,0,148,0,0,0,0,0,0,0,0,1,0,0,0
423,155011,0,12,3,18-24,0,0,148,0,0,0,0,0,0,0,0,2,0,0,0
424,155011,0,12,3,18-24,0,0,148,0,0,0,0,0,0,0,0,3,0,0,0
425,155011,0,12,3,18-24,0,0,148,0,0,0,0,0,0,0,0,4,0,0,0
426,155011,0,12,3,18-24,0,0,148,0,0,0,0,0,0,0,0,5,0,0,0
427,155011,0,12,3,25-30,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0
428,155011,0,12,3,25-30,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0
429,155011,0,12,3,25-30,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0
430,155011,0,12,3,25-30,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0
431,155011,0,12,3,25-30,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0
432,155011,0,12,3,25-30,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0
433,155011,0,12,3,25-30,0,0,16,0,0,0,0,0,0,0,0,2,0,0,0
434,155011,0,12,3,25-30,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0
435,155011,0,12,3,25-30,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0
436,155011,0,12,3,25-30,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0
437,155011,0,12,3,25-30,0,0,148,0,0,0,0,0,0,0,0,1,0,0,0
438,155011,0,12,3,25-30,0,0,148,0,0,0,0,0,0,0,0,2,0,0,0
439,155011,0,12,3,25-30,0,0,148,0,0,0,0,0,0,0,0,3,0,0,0
440,155011,0,39,3,25-30,0,0,148,0,0,0,0,0,0,0,0,4,0,0,0
441,155011,0,23,3,25-30,0,0,148,0,0,0,0,0,0,0,0,5,0,0,0
442,155927,1,5,10,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,155927,1,5,10,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,155927,2,4,10,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,155927,0,6,10,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,155927,5,3,10,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,155927,0,8,10,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,155927,0,8,10,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,155927,1,5,10,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,155927,0,6,10,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,155927,0,6,10,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,155927,0,6,10,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,155927,1,5,10,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,155927,1,5,10,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,155927,3,3,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,155927,1,5,10,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,155927,0,6,10,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,155927,2,8,10,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,155927,0,6,10,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,155927,0,6,10,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,155927,3,3,10,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,155927,2,6,10,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,155927,2,6,10,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,155927,4,4,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,155927,1,7,10,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,155927,2,6,10,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,155927,3,5,10,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,155927,1,5,10,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,155927,2,6,10,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,155927,2,6,10,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,155927,0,20,10,18-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
472,155927,0,20,10,18-24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
473,155927,0,40,10,25-34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
474,155927,0,60,10,35-64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
475,155927,0,60,10,35-64,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
476,155984,5,245,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
477,155984,29,171,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
478,155984,29,171,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
479,155984,42,158,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
480,155984,3,47,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
481,155984,4,46,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
482,155984,0,50,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
483,155977,0,500,22,45-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,155977,5,495,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
485,155971,0,100,6,25-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,155971,0,100,6,35-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,155971,0,100,6,45-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,155971,0,100,6,55-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,155971,127,53,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
490,155971,219,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
491,155971,28,32,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
497,155971,8,24,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
498,156005,5,30,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,156005,1,34,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
500,155969,2,23,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
501,155969,5,20,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
502,155969,2,23,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
503,155969,1,24,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
504,155969,1,49,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
505,155969,8,42,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
506,155936,81,69,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
507,155936,107,43,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
508,155936,0,60,8,20-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,155936,0,60,8,29-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,155936,0,60,8,39-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,155936,0,60,8,48-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,155936,0,60,8,60-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,155845,0,750,8,18-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,155845,0,250,8,25-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,155845,5,145,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
516,155845,5,845,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
517,155917,30,145,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
518,155917,30,145,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
519,155917,28,147,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
520,155917,22,153,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
521,155917,18,157,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
522,155917,29,146,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
523,155917,29,146,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
524,155917,35,140,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
525,155917,36,139,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
526,155917,7,168,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
527,155917,48,127,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
528,155917,32,143,3,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0
529,155917,12,388,3,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0
530,154435,0,150,8,25-29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
531,154435,0,50,8,25-29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
532,154435,0,100,8,30-39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
533,154435,0,150,8,40-60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
534,154435,0,50,8,40-60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
535,156047,46,539,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
536,156047,114,276,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
537,156065,0,2000,3,18-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,156065,0,2000,3,25-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,156065,0,2000,3,35-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,156065,0,2000,3,45-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,156065,0,2000,3,55-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,156065,330,6670,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
543,156065,816,2184,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
544,156065,1146,854,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,156065,1146,854,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,156065,1146,854,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,156065,1146,854,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,156065,1146,854,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,156074,0,23,19,18-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
550,156074,0,23,19,18-25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
551,156074,0,23,19,18-25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
552,156074,0,23,19,18-25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
553,156074,0,23,19,18-25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
554,156074,0,23,19,18-25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
555,156074,0,23,19,18-25,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
556,156074,0,17,19,26-35,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
557,156074,0,29,19,26-35,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
558,156074,0,23,19,36-45,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
559,156074,0,23,19,36-45,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
560,156074,0,23,19,46-55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
561,156074,0,23,19,46-55,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
562,156074,0,23,19,46-55,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
563,156074,0,23,19,46-55,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
564,156074,0,23,19,46-55,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
565,156074,0,23,19,46-55,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
566,156074,0,23,19,46-55,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
567,156074,0,23,19,56-60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
568,156074,0,23,19,56-60,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
569,156074,0,23,19,56-60,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
570,156074,0,23,19,56-60,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
571,156074,0,23,19,56-60,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
572,156074,0,23,19,56-60,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
573,156074,0,23,19,56-60,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
574,156086,41,209,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
575,156086,43,207,3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
576,156086,26,224,3,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0
577,156086,66,184,3,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0
578,156089,0,289,19,18-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,156089,0,280,19,26-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,156089,0,280,19,46-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,156090,36,44,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
582,156090,36,44,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
583,156090,36,34,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
584,156090,36,34,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
585,156090,36,34,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
586,156090,36,34,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
587,156090,36,34,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
588,156090,36,34,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
589,156090,21,49,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
590,156090,21,49,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
591,156090,21,49,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
592,156090,21,49,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
593,156090,21,49,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
594,156090,21,49,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
595,156090,0,200,15,18-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,156090,0,200,15,20-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,156090,0,200,15,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,156090,0,200,15,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,156090,0,200,15,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,156090,21,79,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601,156090,23,77,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
602,156090,10,190,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
603,156090,3,197,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
604,156090,0,200,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
605,156090,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
606,156090,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
607,156062,0,26,11,18-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
608,156062,0,26,11,18-24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
609,156062,0,26,11,25-34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
610,156062,0,26,11,25-34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
611,156062,0,24,11,35-44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
612,156062,0,24,11,35-44,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
613,156062,0,24,11,45-54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
614,156062,0,24,11,45-54,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
615,156094,30,170,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
616,156094,30,170,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
617,156094,30,70,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
618,156094,30,70,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
619,156094,30,70,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
620,156094,19,81,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
621,156094,19,81,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
622,156094,19,81,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
623,156094,0,100,3,18-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,156094,0,200,3,20-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,156094,0,200,3,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,156094,0,200,3,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,156094,0,200,3,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,156094,0,100,3,60-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,156094,12,88,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
630,156094,9,191,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
631,156094,17,183,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
632,156094,6,194,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
633,156094,4,196,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
634,156094,1,99,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
635,155018,69,50,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
637,155018,0,149,3,45-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,155675,0,375,1,18-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,155675,0,375,1,25-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,155675,0,375,1,35-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,155675,0,375,1,45-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,155675,20,1030,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
643,155675,21,429,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
644,155675,8,292,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
645,155675,5,295,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
646,155675,19,281,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
647,155675,2,298,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
648,155675,7,293,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
649,155675,1,119,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,155675,4,116,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,155675,13,92,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,155675,4,116,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,155675,1,134,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,155675,1,134,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,155675,3,27,1,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,155675,0,30,1,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,155675,4,26,1,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,155675,1,134,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,155675,3,132,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,155675,3,132,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,155675,0,135,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,155675,3,132,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,156123,0,600,3,18-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,156123,0,600,3,25-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,156123,0,600,3,35-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,156123,0,600,3,45-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,156123,0,600,3,55-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,156123,243,1257,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
669,156123,492,1008,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
676,155995,51,19,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
679,155995,11,24,1,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,155995,19,16,1,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,155995,31,4,1,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,155995,0,104,1,18-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,155995,0,35,1,26-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,155995,0,35,1,36-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,155995,32,20,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
688,155995,36,16,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
689,156126,0,600,6,15-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
690,156126,0,600,6,15-19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
691,156126,0,600,6,20-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
692,156126,0,600,6,20-24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
