project_id,country,age_group,Gender,Region,SEL,expectedcompletes
164085,BR,25-34,Female,0,C1,2.0
164085,BR,25-34,Female,0,C1,2.0
164085,BR,25-34,Female,0,C2,2.0
164085,BR,25-34,Male,0,C2,2.0
164085,BR,25-34,Male,0,C2,2.0
164085,BR,25-34,Male,0,C1,2.0
164108,AR,18-24,0,0,0,2.0
163957,BR,0,0,0,0,2.0
163957,BR,0,0,0,A,2.0
164072,AR,0,0,0,C2,2.0
164085,BR,35-44,Male,0,C1,2.0
164085,BR,35-44,Female,0,A,2.0
164085,BR,55-65,Female,0,C1,2.0
164085,BR,35-44,Female,0,B1,2.0
164085,BR,55-65,Male,0,C2,2.0
164085,BR,55-65,Male,0,A,2.0
162454,CO,45-55,Male,0,0,2.0
164085,BR,55-65,Male,0,C1,2.0
164379,CL,0,0,0,C1a,2.0
164085,BR,55-65,Male,0,C2,2.0
164085,BR,55-65,Male,0,C1,2.0
164085,BR,45-54,Female,0,C2,2.0
164085,BR,45-54,Male,0,A,2.0
164085,BR,45-54,Female,0,C2,2.0
162454,CO,25-34,Male,0,0,2.0
164085,BR,45-54,Male,0,C1,2.0
164085,BR,45-54,Male,0,C2,2.0
163937,BR,35-54,0,Nordeste,B1,2.0
164085,BR,45-54,Male,0,C1,2.0
164085,BR,45-54,Male,0,A,2.0
164085,BR,45-54,Male,0,A,2.0
164085,BR,45-54,Female,0,C2,2.0
164085,BR,45-54,Male,0,B1,2.0
164085,BR,45-54,Male,0,A,2.0
164085,BR,45-54,Male,0,A,2.0
164085,BR,45-54,Male,0,B2,2.0
164085,BR,45-54,Male,0,B1,2.0
164085,BR,45-54,Male,0,C1,2.0
164085,BR,35-44,Male,0,A,2.0
163937,BR,35-54,0,Norte,C2,2.0
163818,GT,25-39,0,Region VIII- Pet,0,2.0
164108,AR,0,Male,0,0,2.0
164459,BR,0,0,0,0,2.0
164504,EC,0,0,0,C-,2.0
164501,CL,20-24,Female,0,0,2.0
164459,BR,0,0,0,0,2.0
164459,BR,0,0,0,0,2.0
164459,BR,0,0,0,0,2.0
164459,BR,0,0,0,0,2.0
164459,BR,0,0,0,0,2.0
164459,BR,0,0,0,0,2.0
164459,BR,0,0,0,0,2.0
164459,BR,0,0,0,0,2.0
163250,BR,25-34,0,0,0,2.0
163250,AR,0,0,0,0,2.0
163250,BR,0,0,0,0,2.0
164459,BR,0,0,0,0,2.0
164402,BR,25-34,Female,Sudeste,C2,2.0
164402,BR,35-44,Male,Centro-Oeste,C1,2.0
164459,BR,0,0,0,0,2.0
164402,BR,35-44,Male,Norte,C1,2.0
164402,BR,35-44,Female,Norte,C1,2.0
164402,BR,35-44,Male,Nordeste,B1,2.0
164402,BR,35-44,Female,Nordeste,C1,2.0
164402,BR,35-44,Male,Sul,B2,2.0
164568,DO,0,0,0,0,2.0
163250,AR,0,0,0,0,2.0
164461,BR,0,0,Nordeste,C1,2.0
164402,BR,25-34,Female,Norte,C1,2.0
164402,BR,18-24,Female,Sul,B1,2.0
164402,BR,18-24,Male,Sudeste,C1,2.0
164402,BR,18-24,Male,Sul,B1,2.0
164402,BR,18-24,Female,Sudeste,C1,2.0
164402,BR,18-24,Female,Nordeste,B1,2.0
164402,BR,18-24,Female,Norte,C1,2.0
164402,BR,18-24,Female,Centro-Oeste,C2,2.0
164568,DO,0,0,0,0,2.0
164402,BR,25-34,Female,Centro-Oeste,C1,2.0
164402,BR,25-34,Male,Norte,C2,2.0
164402,BR,25-34,Male,Nordeste,B2,2.0
164568,DO,0,0,0,0,2.0
163381,CL,0,0,0,D,2.0
163250,AR,0,0,0,D1,2.0
164568,DO,0,0,0,0,2.0
164402,BR,25-34,Male,Nordeste,C2,2.0
163250,AR,0,0,0,0,2.0
163250,AR,0,0,0,0,2.0
163250,AR,0,0,0,0,2.0
164521,BR,0,0,Nordeste,0,2.0
164459,BR,0,0,0,0,2.0
164459,BR,0,0,0,0,2.0
164461,BR,0,0,Nordeste,C2,2.0
156411,CL,35-44,Male,0,0,2.0
164402,BR,35-44,Male,Sul,C2,2.0
164461,BR,0,0,Centro-Oeste,C2,2.0
164402,BR,45-99,Female,Centro-Oeste,C2,2.0
164461,BR,0,0,Centro-Oeste,B1,2.0
164402,BR,45-99,Female,Norte,B1,2.0
163632,AR,0,0,0,D1,2.0
164402,BR,45-99,Female,Norte,B2,2.0
163630,AR,0,0,0,0,2.0
164402,BR,45-99,Female,Norte,C2,2.0
164402,BR,45-99,Male,Nordeste,A,2.0
163937,BR,35-54,0,Sudeste,A,2.0
164402,BR,45-99,Female,Sul,A,2.0
163937,BR,35-54,0,Sul,A,2.0
164567,CL,20-24,Male,0,0,2.0
164567,CL,20-24,Male,0,0,2.0
164567,CL,20-24,Female,0,0,2.0
164567,CL,56-65,Male,0,0,2.0
164567,CL,56-65,Female,0,0,2.0
164402,BR,45-99,Male,Sudeste,A,2.0
164402,BR,45-99,Female,Sudeste,C1,2.0
164598,MX,55-65,0,0,D+,2.0
164461,BR,0,0,Centro-Oeste,C1,2.0
164402,BR,18-24,Male,Sul,C2,2.0
164461,BR,0,0,Nordeste,A,2.0
164461,BR,0,0,Nordeste,B2,2.0
164461,BR,0,0,Norte,C2,2.0
164461,BR,0,0,Nordeste,B1,2.0
164402,BR,35-44,Female,Sul,A,2.0
164187,VE,18-30,0,0,0,1.0
164085,BR,45-54,Male,0,B1,1.0
164085,BR,25-34,Female,0,C2,1.0
164085,BR,25-34,Male,0,C1,1.0
164085,BR,45-54,Female,0,C2,1.0
164085,BR,45-54,Male,0,B1,1.0
164085,BR,45-54,Female,0,C2,1.0
164187,VE,31-40,0,0,0,1.0
164085,BR,25-34,Male,0,C2,1.0
164085,BR,45-54,Male,0,C1,1.0
164402,BR,25-34,Male,Sul,A,1.0
164187,VE,61-99,0,0,0,1.0
164402,BR,25-34,Male,Sul,C2,1.0
164402,BR,25-34,Female,Sul,C2,1.0
164402,BR,25-34,Male,Nordeste,C1,1.0
164085,BR,35-44,Male,0,C1,1.0
164085,BR,25-34,Male,0,C2,1.0
164085,BR,45-54,Male,0,B2,1.0
164085,BR,45-54,Male,0,B1,1.0
164085,BR,45-54,Female,0,C2,1.0
164085,BR,45-54,Male,0,B1,1.0
164598,MX,45-54,0,0,D+,1.0
164072,AR,0,0,0,ABC1,1.0
164598,MX,25-34,0,0,D,1.0
164085,BR,45-54,Female,0,A,1.0
164108,AR,0,0,0,D2E,1.0
164085,BR,45-54,Female,0,B1,1.0
164108,AR,0,0,0,C3,1.0
164402,BR,25-34,Male,Centro-Oeste,B2,1.0
164085,BR,45-54,Female,0,C1,1.0
164108,AR,0,0,0,C2,1.0
164108,AR,45-54,0,0,0,1.0
164402,BR,45-99,Male,Sudeste,B2,1.0
164085,BR,45-54,Female,0,C1,1.0
164402,BR,45-99,Female,Sul,B2,1.0
164085,BR,25-34,Male,0,C2,1.0
164085,BR,25-34,Male,0,A,1.0
164085,BR,35-44,Female,0,C1,1.0
164085,BR,35-44,Male,0,C2,1.0
164085,BR,35-44,Male,0,C1,1.0
164085,BR,35-44,Male,0,C2,1.0
164459,BR,0,0,0,0,1.0
164085,BR,25-34,Male,0,C2,1.0
164085,BR,35-44,Male,0,C1,1.0
164085,BR,25-34,Male,0,B2,1.0
164085,BR,25-34,Male,0,C1,1.0
164402,BR,45-99,Female,Norte,A,1.0
164085,BR,35-44,Male,0,C2,1.0
164402,BR,45-99,Male,Norte,C2,1.0
164402,BR,35-44,Male,Centro-Oeste,C2,1.0
164402,BR,45-99,Female,Centro-Oeste,B1,1.0
164085,BR,35-44,Male,0,C2,1.0
164402,BR,35-44,Male,Sudeste,B2,1.0
164085,BR,35-44,Female,0,C2,1.0
164085,BR,35-44,Male,0,C1,1.0
164085,BR,35-44,Male,0,C2,1.0
164085,BR,25-34,Male,0,C2,1.0
164402,BR,35-44,Female,Centro-Oeste,C2,1.0
164085,BR,25-34,Male,0,C2,1.0
164085,BR,25-34,Male,0,C1,1.0
164085,BR,35-44,Female,0,C1,1.0
162450,CO,25-34,Male,0,0,1.0
164085,BR,25-34,Female,0,A,1.0
164085,BR,35-44,Male,0,C2,1.0
164085,BR,25-34,Male,0,B2,1.0
164085,BR,35-44,Male,0,C1,1.0
164402,BR,35-44,Male,Sul,C1,1.0
164085,BR,35-44,Male,0,C1,1.0
164085,BR,35-44,Male,0,C1,1.0
164085,BR,35-44,Male,0,C1,1.0
164085,BR,35-44,Male,0,C2,1.0
164085,BR,35-44,Male,0,C1,1.0
164085,BR,35-44,Male,0,C2,1.0
164567,CL,0,Female,0,C3,1.0
164402,BR,18-24,Female,Sul,A,1.0
164085,BR,55-65,Female,0,C1,1.0
164461,BR,0,0,Centro-Oeste,B2,1.0
164343,AR,0,Female,0,0,1.0
161660,BR,0,0,0,0,1.0
164436,EC,0,0,0,D,1.0
163818,GT,16-24,0,Region II- Norte,0,1.0
164461,BR,0,0,Sul,A,1.0
163623,BR,0,0,0,0,1.0
164252,EC,18-24,0,0,D,1.0
163623,BR,0,0,0,0,1.0
164461,BR,0,0,Sul,B1,1.0
163623,BR,0,0,0,0,1.0
163623,BR,0,0,0,0,1.0
164461,BR,0,0,Sul,B2,1.0
163623,BR,0,0,0,0,1.0
163623,BR,0,0,0,0,1.0
163426,BO,25-34,Female,0,0,1.0
162457,CO,0,0,0,Estrato 4,1.0
162457,CO,0,0,0,Estrato 5,1.0
164461,BR,0,0,Sul,C1,1.0
163426,BO,18-24,Female,0,0,1.0
163625,BR,0,0,0,0,1.0
164253,BR,16-28,0,0,0,1.0
162457,CO,25-34,Male,0,0,1.0
162457,CO,18-24,Female,0,0,1.0
164461,BR,0,0,Sudeste,B2,1.0
163630,AR,0,0,0,0,1.0
163630,AR,0,0,0,0,1.0
162074,GT,45-54,Male,0,0,1.0
163937,BR,25-34,0,Sul,B2,1.0
163937,BR,35-54,0,Nordeste,C2,1.0
164567,CL,0,Male,0,AB,1.0
164567,CL,0,Male,0,C1a,1.0
163937,BR,35-54,0,Norte,C1,1.0
164567,CL,0,Male,0,C1b,1.0
164567,CL,0,Male,0,C2,1.0
164567,CL,0,Male,0,C3,1.0
164567,CL,0,Male,0,D,1.0
164642,MX,0,0,0,0,1.0
164567,CL,0,Male,0,E,1.0
163937,BR,35-54,0,Centro-Oeste,B2,1.0
163937,BR,25-34,0,Sul,B1,1.0
164461,BR,0,0,Centro-Oeste,A,1.0
162612,CO,45-55,Male,0,0,1.0
163937,BR,25-34,0,Nordeste,C1,1.0
163937,BR,35-54,0,Sul,C2,1.0
162612,CO,35-44,Female,0,0,1.0
164282,MX,0,0,0,E,1.0
164388,BR,18-24,Male,Centro-Oeste,B1,1.0
164388,BR,25-35,Female,Sudeste,B1,1.0
164404,BR,45-54,Male,0,D-E,1.0
163630,AR,0,0,0,C3,1.0
163502,AR,0,0,0,0,1.0
163632,AR,35-44,0,0,0,1.0
164085,BR,55-65,Female,0,C2,1.0
164461,BR,0,0,Sudeste,C2,1.0
164085,BR,45-54,Female,0,C1,1.0
164085,BR,55-65,Female,0,C2,1.0
163250,AR,0,0,0,0,1.0
164085,BR,55-65,Female,0,C2,1.0
164085,BR,55-65,Male,0,C2,1.0
162454,CO,35-44,Female,0,0,1.0
164085,BR,55-65,Female,0,C2,1.0
164379,CL,0,0,0,C1b,1.0
164085,BR,55-65,Female,0,C1,1.0
164085,BR,55-65,Male,0,C1,1.0
164085,BR,55-65,Male,0,A,1.0
164085,BR,55-65,Female,0,C2,1.0
163250,AR,0,Female,0,0,1.0
164085,BR,45-54,Male,0,B2,1.0
164567,CL,0,Female,0,C2,1.0
162454,CO,25-34,Female,0,0,1.0
164423,MX,0,Male,0,0,1.0
164085,BR,45-54,Female,0,C1,1.0
164085,BR,45-54,Male,0,A,1.0
164402,BR,18-24,Male,Norte,B2,1.0
164402,BR,18-24,Male,Nordeste,A,1.0
164085,BR,45-54,Male,0,A,1.0
164085,BR,45-54,Female,0,C2,1.0
164085,BR,45-54,Male,0,C1,1.0
164085,BR,45-54,Male,0,C2,1.0
164402,BR,18-24,Male,Sul,B2,1.0
164085,BR,45-54,Female,0,C2,1.0
164085,BR,55-65,Male,0,B2,1.0
164243,PY,25-34,Male,0,0,1.0
164085,BR,55-65,Male,0,B2,1.0
164085,BR,55-65,Male,0,C1,1.0
164085,BR,55-65,Female,0,C1,1.0
164085,BR,55-65,Female,0,C2,1.0
164085,BR,55-65,Male,0,C2,1.0
164085,BR,55-65,Male,0,C1,1.0
164085,BR,55-65,Male,0,C2,1.0
164085,BR,55-65,Male,0,C1,1.0
164085,BR,55-65,Female,0,C2,1.0
164085,BR,55-65,Male,0,C2,1.0
164085,BR,55-65,Female,0,C2,1.0
164085,BR,55-65,Female,0,C1,1.0
164085,BR,55-65,Male,0,C2,1.0
164085,BR,55-65,Female,0,C2,1.0
164085,BR,55-65,Female,0,C1,1.0
164085,BR,55-65,Female,0,C1,1.0
164085,BR,55-65,Male,0,C2,1.0
162454,CO,0,0,0,Estrato 5,1.0
164085,BR,55-65,Male,0,C1,1.0
164085,BR,55-65,Female,0,C2,1.0
163250,BR,18-24,0,0,0,1.0
164085,BR,55-65,Female,0,B1,1.0
163250,AR,0,0,0,0,1.0
164085,BR,55-65,Female,0,B1,1.0
164085,BR,55-65,Female,0,A,1.0
163250,AR,0,0,0,0,1.0
164108,AR,0,Female,0,0,1.0
